artist,artist_id,track,composer,piece_path,youtube_link,album,album_date(yyyy-mm-dd),performer_label
Walter Gieseking,8,"Beethoven: Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": II. Andante con moto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\II._Andante_con_moto\44.mp3",https://www.youtube.com/watch?v=f0Ll8yQMV0k,"Beethoven: Piano Sonatas Nos 21, ""Waldstein"", 23, ""Appassionata"", 30 & 31",2001-01-01,21
Vladimir Ashkenazy,6,"Pieces from ""Romeo and Juliet"" Op. 75: 2. Scene (The Street Wakens)",Sergei Prokofiev,.\audio\Sergei_Prokofiev\Pieces_from_Romeo_and_Juliet_Op._75\2._Scene_(The_Street_Wakens)\0.mp3,https://www.youtube.com/watch?v=3d_SlrnUpDk,"Prokofiev: Pieces from ""Romeo & Juliet"" & ""Cinderella""",1996-07-16,19
Claudio Arrau,11,"Piano Sonata No. 32 in C Minor, Op. 111: I. Maestoso. Allegro con brio ed appassionato",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._32_in_C_Minor,_Op._111\I._Maestoso_-_Allegro_con_brio_ed_appassionato\30.mp3",https://www.youtube.com/watch?v=C9A2N7eQI1E,"Milestones of a Piano Legend: Claudio Arrau Plays Beethoven, Vol. 8",2021-08-13,5
Nikolai Lugansky,41,"Fantaisie in F Minor, Op. 49: Fantaisie in F Minor, Op. 49",Frédéric Chopin,".\audio\Frédéric_Chopin\Fantaisie_in_F_minor,_Op._49\29.mp3",https://www.youtube.com/watch?v=yGVkDcuTd1g,"Chopin: Piano Sonata No. 3, Fantasie-impromptu, Prélude, Nocturne, et al.",2010-04-05,15
Sviatoslav Richter,0,"24 Préludes, Op. 28: No. 8 in F-Sharp Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\Prelude,_Op._28\No._8_in_F-Sharp_Minor\0.mp3",https://www.youtube.com/watch?v=9uI5LGY9_cs,Sviatoslav Richter plays Liszt & Chopin,2018-08-17,18
Murray Perahia,13,"Piano Sonata No. 1 in F Minor, Op. 2 No. 1: II. Adagio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1\II._Adagio\12.mp3",https://www.youtube.com/watch?v=IgbOIfiSmL8,"Beethoven: Piano Sonatas, Op. 2",1995-02-21,14
Claudio Arrau,11,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation XI (Allegretto)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli\Variation_XI._Allegretto\5.mp3",https://www.youtube.com/watch?v=WKa2Q9ZV6YQ,Beethoven: The Complete Piano Sonatas & Concertos,1998-01-01,5
Vladimir Ashkenazy,6,"Piano Sonata No. 1 In F-Sharp Minor, Op. 11: 2. Aria",Robert Schumann,".\audio\Robert_Schumann\Piano_Sonata_No._1_In_F-Sharp_Minor,_Op._11\2._Aria\2.mp3",https://www.youtube.com/watch?v=JAND0RUn-kQ,Schumann: Piano Music,2002-01-01,19
Emil Gilels,1,"Piano Sonata No. 16 in G Major, Op. 31 No. 1: II. Adagio grazioso (Live)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.16_in_G,_Op.31_No.1\2._Adagio_grazioso\1.mp3",https://www.youtube.com/watch?v=3f23s8-rako,"Emil Gilels Legacy, Vol. 3: 1975 Helsinki Recital (Live)",2017-05-19,7
Friedrich Gulda,24,"Piano Sonata No. 31 in A-Flat Major, Op. 110: III. Adagio ma non troppo - Fuga. Allegro ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\IV._Fuga._Allegro_ma_non_troppo\26.mp3",https://www.youtube.com/watch?v=5yqWcuQVdzM,"Milestones of a Piano Legend: Friedrich Gulda, Vol. 4",2018-10-05,8
Walter Gieseking,8,"Ravel: Gaspard de la nuit, M. 55: II. Le Gibet",Maurice Ravel,".\audio\Maurice_Ravel\Gaspard_de_la_nuit,_M.55\Le_gibet\17.mp3",https://www.youtube.com/watch?v=GKBzH0o0nXE,Walter Gieseking - Icon,2009-03-23,21
Alicia de Larrocha,18,"Piano Sonata No. 5 in G Major, K. 283: III. Presto",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._5_in_G_Major,_K._283\III._Presto\5.mp3",https://www.youtube.com/watch?v=NCBwXZai5s0,"Alicia de Larrocha Plays Mozart Piano Sonatas, Fantasias and Rondos",2003,2
Friedrich Gulda,24,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": III. Presto agitato",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\3._Presto_agitato\50.mp3",https://www.youtube.com/watch?v=JY87mWG07QY,"Beethoven: Piano Sonatas Nos. 14, 15, 17, 21-24 & 32",1973-01-01,8
Emil Gilels,1,"Piano Sonata No.16 In G, Op.31 No.1: 2. Adagio grazioso",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.16_in_G,_Op.31_No.1\2._Adagio_grazioso\2.mp3",https://www.youtube.com/watch?v=_jkoPVC_JG4,Beethoven: The Piano Sonatas,2006-01-01,7
Emil Gilels,1,"Piano Sonata No. 2 in B Minor, Op. 61: I. Allegretto",Dmitri Shostakovich,.\audio\Dmitri_Shostakovich\Piano_Sonata_No.2_Op.61\1._Allegretto\1.mp3,https://www.youtube.com/watch?v=-cVvDZH20QM,"Shostakovich: Piano Sonata No. 2 in B Minor, Op. 61 & Bach: French Suite No. 5 in G Major, BWV 816",1965,7
Emil Gilels,1,"Piano Sonata No.20 In G, Op.49 No.2: 2. Tempo di Menuetto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._20_in_G_Major,_Op._49_No._2\II._Tempo_di_menuetto\3.mp3",https://www.youtube.com/watch?v=yvAQqhUwmRk,Beethoven: The Piano Sonatas,2006-01-01,7
Alicia de Larrocha,18,"Piano Sonata No. 10 in C Major, K. 330: 2. Andante cantabile",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._10_In_C_Major,_K.330\2._Andante_cantabile\17.mp3",https://www.youtube.com/watch?v=LoKwqfVFrsQ,Mozart: Piano Sonatas Nos. 9 & 10; Fantasia in D Minor / Haydn: Andante & Variations,1976-12-05,2
Friedrich Gulda,24,"Piano Sonata No. 12 in A-Flat Major, Op. 26 ""Funeral March"": III. Marcia funebre sulla morte d'un eroe",Ludwig van Beethoven,.\audio\Ludwig_van_Beethoven\Sonata_No._12_In_A_Flat_Op._26\3._Marcia_funebre_sulla_morte_d'un_Eroe_-_Live\27.mp3,https://www.youtube.com/watch?v=trULUyLt1yk,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
Nikolai Lugansky,41,"Piano Sonata No. 30 in E Major, Op. 109: I. Vivace ma non troppo, sempre legato - Adagio espressivo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._30_in_E_Major,_Op._109\I._Vivace_ma_non_troppo,_sempre_legato_-_Adagio_espressivo\2.mp3",https://www.youtube.com/watch?v=AoKnw64tDVo,"Beethoven: Late Piano Sonatas, Opp. 101,109 & 111",2020-11-13,15
Martha Argerich,7,"Kinderszenen, Op. 15: 4. Bittendes Kind",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\4._Bittendes_Kind\22.mp3",https://www.youtube.com/watch?v=enGvCQh6Yhs,Schumann: Scenes From Childhood,2012-01-01,11
Vladimir Horowitz,2,"Polonaise No. 6 in A-Flat Major, Op. 53 ""Heroic""",Frédéric Chopin,".\audio\Frédéric_Chopin\Polonaise_in_A-Flat_Major,_Op._53\8.mp3",https://www.youtube.com/watch?v=BBqHuLhEf-Q,Steinway Legends: Vladimir Horowitz,2007-01-01,20
Wilhelm Kempff,28,"Piano Sonata No. 29 in B-Flat Major, Op. 106 ""Hammerklavier"": I. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._29_in_B-Flat_Major,_Op._106_Hammerklavier\I._Allegro\74.mp3",https://www.youtube.com/watch?v=z3SRda1i-DY,Beethoven: The Piano Sonatas,1995-01-01,22
Daniel Barenboim,9,"Piano Sonata No. 11 in B-Flat Major, Op. 22: 3. Menuetto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._11_in_B-Flat_Major,_Op._22\III._Menuetto\11.mp3",https://www.youtube.com/watch?v=qZYOJ1SmsH8,Beethoven For All - The Piano Sonatas,2006-01-01,6
Friedrich Gulda,24,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": III. Rondo: Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._8_in_C_Minor,_Op._13_Pathétique\III._Rondo._Allegro\61.mp3",https://www.youtube.com/watch?v=6MCM8-o5otc,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
Murray Perahia,13,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: IV. Allegro assai",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._3_in_C_Major,_Op._2_No._3\IV._Allegro_assai\35.mp3",https://www.youtube.com/watch?v=t1C1lPbflB8,"Beethoven: Piano Sonatas, Op. 2",1995-02-21,14
Alfred Brendel,19,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation XXXIII (Tempo di minuetto moderato, ma non tirarsi dietro)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli\Variation_XXXIII._Tempo_di_minuetto_moderato,_ma_non_tirarsi_dietro\9.mp3",https://www.youtube.com/watch?v=kOyjtOqbgWc,Alfred Brendel - Live,2007-01-01,0
Nikolai Lugansky,41,"Hommage à Haydn, CD. 123",Claude Debussy,".\audio\Claude_Debussy\Hommage_à_Haydn,_L._115\3.mp3",https://www.youtube.com/watch?v=jmutABkoOMA,Debussy: Suite bergamasque,2018-10-05,15
Vladimir Ashkenazy,6,"Polonaise No.4 in C minor, Op.40 No.2",Frédéric Chopin,".\audio\Frédéric_Chopin\Polonaises,_Op._40\Polonaise_No._4_in_C_Minor,_Op._40,_No._2\7.mp3",https://www.youtube.com/watch?v=tjVNhRE983A,Chopin: The Piano Works,1998-01-01,19
Sviatoslav Richter,0,"Piano Sonata No.19 in C Minor, D. 958: IV. Allegro",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No.19_in_C_minor,_D.958\1._Allegro\9.mp3",https://www.youtube.com/watch?v=Rjt-hSFLx6U,Schubert: Piano Sonatas Nos. 19 & 21,1973-01-01,18
Friedrich Gulda,24,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: I. Presto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\I._Presto\46.mp3",https://www.youtube.com/watch?v=4_5Vu658rVw,Beethoven: Complete Piano Sonatas,2021-07-23,8
Walter Gieseking,8,"Sonata No. 7 in D Major, Op. 10 No. 3: II. Largo e mesto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\II._Largo_e_mesto\20.mp3",https://www.youtube.com/watch?v=9HH9bobT8QU,"Beethoven: Sonatas No. 7 in D Major, Op. 10 No. 3 & No. 11 in B-Flat Major, Op. 22",2020-04-03,21
Walter Gieseking,8,"Piano Sonata No. 24 in F-Sharp Major, Op. 78 ""À Thérèse"": I. Adagio cantabile - Allegro ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._24_in_F-Sharp_Major,_Op._78_For_Therese\1._Adagio_cantabile_-_Allegro_ma_non_troppo\2.mp3",https://www.youtube.com/watch?v=_HSxM0NPF6s,Beethoven: 10 Piano Sonatas (Remastered),2015-06-01,21
Artur Schnabel,23,"Beethoven: Piano Sonata No. 31 in A-Flat Major, Op. 110: I. Moderato cantabile molto espressivo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\I._Moderato_cantabile_molto_espressivo\35.mp3",https://www.youtube.com/watch?v=PpIvjwk8F9I,Beethoven: Piano Sonatas,2004-08-01,4
Mitsuko Uchida,26,"Kreisleriana, Op.16: 4. Sehr langsam",Robert Schumann,".\audio\Robert_Schumann\Kreisleriana,_Op._16\IV._Sehr_langsam\61.mp3",https://www.youtube.com/watch?v=Wgj3vp1OHiM,Schumann: Carnival / Kreisleriana,1995-01-01,13
Friedrich Gulda,24,"Piano Sonata No.8 in C minor, Op.13 -""Pathétique"": 1. Grave - Allegro di molto e con brio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._8_in_C_Minor,_Op._13_Pathétique\I._Grave_-_Allegro_di_molto_e_con_brio\65.mp3",https://www.youtube.com/watch?v=Wq_vrZcayU4,"Beethoven: Piano Sonatas Nos. 8, 15, 21, & 22",2000-01-01,8
Murray Perahia,13,"French Suite No. 2 in C Minor, BWV 813: II. Courante",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No.2_in_C_minor,_BWV_813\2._Courante\9.mp3",https://www.youtube.com/watch?v=12sEGk7Wbk0,Johann Sebastian Bach: The French Suites,2016-10-07,14
Wilhelm Kempff,28,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: I. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._10_in_G_Major,_Op._14_No._2\I._Allegro\35.mp3",https://www.youtube.com/watch?v=NbX43nNleFc,Beethoven: The Piano Sonatas,1995-01-01,22
Robert Casadesus,21,"Préludes: Livre 2, L. 123, 6: Général Lavine - eccentric",Claude Debussy,".\audio\Claude_Debussy\Préludes,_Book_2,_L._123\No._6,_Général_Lavine_-_Eccentric\5.mp3",https://www.youtube.com/watch?v=ZjVPtWpXj1c,"Casadesus Plays Mozart, Beethoven, Schumann, Ravel, Debussy and Mussorgski",1978,16
Vladimir Ashkenazy,6,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Fugue in F sharp major BWV 858",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\The_Well-Tempered_Clavier,_Book_I\No._13_in_F-Sharp_Major,_BWV_858_Fugue\6.mp3",https://www.youtube.com/watch?v=OtpfMpZJEgA,"Bach, J.S.: Das Wohltemperierte Klavier",2005-01-01,19
Vladimir Horowitz,2,"Piano Sonata No. 5, Op. 53",Alexander Scriabin,".\audio\Alexander_Scriabin\Piano_Sonata_No._5,_Op._53\5.mp3",https://www.youtube.com/watch?v=qvQMJU5nbTs,Horowitz plays Scriabin (Remastered),1951,20
Maurizio Pollini,5,"Piano Sonata No. 13 in E Flat Major, Op. 27 No.1: IV. Allegro vivace - Tempo I - Presto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.13_in_E_flat,_Op.27_No.1\4._Allegro_vivace_-_Tempo_I_-_Presto\2.mp3",https://www.youtube.com/watch?v=LNzqnunv0kw,"Beethoven: Piano Sonata Nos.13, 14 & 15",1991-12-20,12
Claudio Arrau,11,"Partita No.3 in A minor, BWV 827: 6. Scherzo",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._3_in_A_minor,_BWV_827\6._Scherzo\5.mp3",https://www.youtube.com/watch?v=IbSR9jWjxnc,Bach js-Arrau heritage,2003-01-01,5
Claudio Arrau,11,"Chopin: 12 Études, Op. 25: No. 2 in F Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._25\No._2_in_F_Minor\32.mp3",https://www.youtube.com/watch?v=r8XljyCSZow,Etudes Op 10 & Op 25 - Chopin,1987-12-07,5
Daniel Barenboim,9,"Piano Sonata No. 4 in E-Flat Major, Op. 7: 1. Allegro molto e con brio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_Grand\I._Allegro_molto_e_con_brio\5.mp3",https://www.youtube.com/watch?v=VjobT5EKUog,Beethoven For All - The Piano Sonatas,2006-01-01,6
Emil Gilels,1,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\1._Adagio_sostenuto\0.mp3",https://www.youtube.com/watch?v=AwB2RBLDwcI,Beethoven: Piano Works,2021-01-01,7
Vladimir Ashkenazy,6,"12 Études, Op. 10: No. 3 in E Major ""Tristesse""",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._3_in_E_Major_Tristesse\17.mp3",https://www.youtube.com/watch?v=OOG3kwjfc_s,Chopin for Lovers,1998-01-01,19
Vladimir Horowitz,2,"Kinderszenen, Op. 15: No. 4, Bittendes Kind",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\4._Bittendes_Kind\2.mp3",https://www.youtube.com/watch?v=X_zoSwv4C2g,Chopin & Schumann: Piano Works,2021-01-22,20
Claudio Arrau,11,"Piano Sonata No.1 in F minor, Op.2 No.1: 1. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1\I._Allegro\9.mp3",https://www.youtube.com/watch?v=IQlMSSF9Kvg,Beethoven: The Complete Piano Sonatas & Concertos,1998-01-01,5
Samson François,48,"Chopin: 24 Preludes, Op. 28: No. 12 in G-Sharp Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\24_Préludes,_Op._28\No._12_in_G-Sharp_Minor_Presto\26.mp3",https://www.youtube.com/watch?v=1y_6ecT5JlI,Icon: Samson Francois,2010-02-08,17
Vladimir Horowitz,2,"Nocturne F Minor, Op. 55, No. 1",Frédéric Chopin,".\audio\Frédéric_Chopin\Nocturne_No._15_in_F_Minor,_Op._55_No._1\4.mp3",https://www.youtube.com/watch?v=d3baqFMA8Pw,Plays Chopin Vol 2,1991-10-29,20
Alfred Brendel,19,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation XXIII (Allegro assai)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli\Variation_XXIII._Allegro_assai\6.mp3",https://www.youtube.com/watch?v=TU9h-FBAQDA,Alfred Brendel - Live,2007-01-01,0
Friedrich Gulda,24,"24 Préludes, Op. 28: No. 6 in B Minor. Lento assai, B. 107",Frédéric Chopin,".\audio\Frédéric_Chopin\24_Préludes,_Op._28\No._6_in_B_Minor_Lento_assai\15.mp3",https://www.youtube.com/watch?v=gQVUZAsRqs8,Chopin & Beethoven: Piano Works,2021-02-12,8
Vladimir Horowitz,2,"Piano Sonata No. 2 in B-Flat Minor, Op. 36: II. Non allegro - Lento",Sergei Rachmaninoff,".\audio\Sergei_Rachmaninoff\Piano_Sonata_No._2_in_B-Flat_Minor,_Op._36_-_1913_Version\2._Non_allegro_-_Lento\2.mp3",https://www.youtube.com/watch?v=rtCWxqASDyY,Volume 12 - Rachmaninov & Liszt,2003-09-18,20
Friedrich Gulda,24,"Piano Sonata No. 20 in G Major, Op. 49 No. 2: I. Allegro ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._20_in_G_Major,_Op._49_No._2\I._Allegro_ma_non_troppo\28.mp3",https://www.youtube.com/watch?v=q9RxN0Q1XLg,"Milestones of a Piano Legend: Friedrich Gulda, Vol. 7",2018-10-05,8
Wilhelm Kempff,28,"Kinderszenen, Op. 15: No. 6 Wichtige Begebenheit",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\6._Wichtige_Begebenheit\38.mp3",https://www.youtube.com/watch?v=CSVA_IvaCGQ,Steinway Legends: Wilhelm Kempff,2007-01-01,22
Maurizio Pollini,5,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: III. Menuetto (Allegro)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\III._Menuetto._Allegro\9.mp3",https://www.youtube.com/watch?v=M8y6T4-KUeg,Deep Dive - Pollini,2022-02-18,12
Claudio Arrau,11,"Waltz No.3 in A Minor, Op.34 No.2",Frédéric Chopin,".\audio\Frédéric_Chopin\Waltz_No.3_in_A_Minor,_Op.34_No.2\30.mp3",https://www.youtube.com/watch?v=xqncPtoNBqE,Chopin: Waltzes,1980-01-01,5
Nikolai Lugansky,41,"Grand Sonata in G Major, Op. 37, TH 139: III. Scherzo. Allegro giocoso",Pyotr Ilyich Tchaikovsky,.\audio\Pyotr_Ilyich_Tchaikovsky\Grand_Sonata_for_Piano_in_G_Major_Op._37\Scherzo._Allegro_Giocoso\4.mp3,https://www.youtube.com/watch?v=P9YBEpJSTZ0,Tchaikovsky: Grand Sonata & The Seasons,2017-05-19,15
Artur Schnabel,23,"Kinderszenen, Op. 15: VII. Traumerei",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\7._Träumerei\77.mp3",https://www.youtube.com/watch?v=_2JttTLk--o,"Brahms: Piano Concerto No. 2 / Schumann: Kinderszenen (Schnabel) (1935, 1947)",2001-12-01,4
Claudio Arrau,11,"Piano Sonata No.12 in A flat, Op.26: 1. Andante con variazioni",Ludwig van Beethoven,.\audio\Ludwig_van_Beethoven\Sonata_No._12_In_A_Flat_Op._26\1._Andante_con_variazioni_-_Live\11.mp3,https://www.youtube.com/watch?v=zD7er1ggeII,Beethoven: Complete Piano Sonatas,2012-01-01,5
Emil Gilels,1,"Visions fugitives, Op. 22 (Excerpts): No. 11, Con vivacità [Live]",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Visions_Fugitives,_Op._22\No._11_-_Con_vivicità\3.mp3",https://www.youtube.com/watch?v=uJV-thK2yi8,"J.S. Bach, Mozart & Others: Piano Works",2020-01-03,7
Walter Gieseking,8,Gaspard de la nuit: I. Ondine,Maurice Ravel,".\audio\Maurice_Ravel\Gaspard_de_la_nuit,_M.55\Ondine\16.mp3",https://www.youtube.com/watch?v=1phWoXasn-A,Walter Gieseking (1933-1947),2012-04-01,21
Claudio Arrau,11,"Variations and Fugue on a Theme by Handel, Op.24: Theme & Variations",Johannes Brahms,".\audio\Johannes_Brahms\Variations_and_Fugue_on_a_Theme_by_Handel,_Op._24\3.mp3",https://www.youtube.com/watch?v=oGWKQYQdmF8,Brahms: Piano Concerto No.2,2012-01-01,5
Glenn Gould,15,"Piano Sonata No. 15 in D Major, Op. 28 ""Pastoral"": I. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.15_in_D,_Op.28_-Pastorale\1._Allegro\18.mp3",https://www.youtube.com/watch?v=5HCNmTZn5hk,Glenn Gould plays Beethoven: Piano Sonatas Nos. 1-3; 5-10; 12-14; 15-18; 23; 30-32,1965,9
Friedrich Gulda,24,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": II. Andante con moto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\II._Andante_con_moto\94.mp3",https://www.youtube.com/watch?v=ATaB-SVMrzc,Gulda plays Beethoven,2005-01-01,8
Wilhelm Kempff,28,"French Suite No. 5 in G Major, BWV 816: V. Bourrée",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No._5_in_G,_BWV_816\V._Bourree\14.mp3",https://www.youtube.com/watch?v=cSRNoqycjH4,"Wilhelm Kempff, Piano (Vol.1)",2011-01-01,22
Sviatoslav Richter,0,"Ballade No. 1 in G Minor, Op. 23 (Live)",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._1_in_G_Minor,_Op._23\0.mp3",https://www.youtube.com/watch?v=gQlpvC5O_CA,Chopin: Piano Works (Live),2020-03-06,18
Glenn Gould,15,Suite No. 3 in D minor HWV 428: III. Allemande {attacca,George Frideric Handel,.\audio\George_Frideric_Handel\Suite_No._3_in_D_Minor\III._Allemande\2.mp3,https://www.youtube.com/watch?v=yicp-gXEaKU,"Glenn Gould plays Renaissance & Baroque Music: Byrd; Gibbons; Sweelinck; Handel: Suites for Harpsichord Nos. 1-4 HWV 426-429; D. Scarlatti: Sonatas K. 9, 13, 430; C.P.E. Bach: ""Württembergische Sonate"" No. 1",1970,9
Friedrich Gulda,24,"Piano Sonata No. 4 in E-Flat Major, Op. 7: II. Largo con gran espressione",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_Grand\II._Largo,_con_gran_espressione\15.mp3",https://www.youtube.com/watch?v=weCNWJ9YHnY,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
Walter Gieseking,8,"Piano Sonata No. 31 in A-Flat Major, Op. 110: III. Fuga: Allegro ma non troppo -",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\IV._Fuga._Allegro_ma_non_troppo\5.mp3",https://www.youtube.com/watch?v=FJPAXa21xjA,Beethoven: The Late Piano Sonatas (Live),2015-06-01,21
Maurizio Pollini,5,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: II. Adagio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._3_in_C_Major,_Op._2_No._3\II._Adagio\13.mp3",https://www.youtube.com/watch?v=aL_zkDDAHFk,Deep Dive - Pollini,2022-02-18,12
Sviatoslav Richter,0,"4 Duettos: No. 3 in G Major, BWV 804",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\4_Duets\No._3_in_G_Major,_BWV_804\0.mp3",https://www.youtube.com/watch?v=sx0qI0TAjnc,Richter Plays Bach,2008-08-25,18
Martha Argerich,7,"24 Préludes, Op. 28: No. 23 in F Major",Frédéric Chopin,".\audio\Frédéric_Chopin\Prelude,_Op._28\No._23_in_F_Major\43.mp3",https://www.youtube.com/watch?v=0eHgrm8MkE0,Chopin: 26 Preludes,1987-01-01,11
Lang Lang,39,"Kinderszenen, Op. 15: XII. Kind im Einschlummern",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\12._Kind_im_Einschlummern\38.mp3",https://www.youtube.com/watch?v=mTy0JvWFxNc,Memory,2006-01-01,10
